id,fullname,platform,fb_user_type,id_social,domain,created_date,createdBy
fb_100024314867888,QC Quang Hân,1,255,100024314867888,facebook.com,2025-04-14T07:25:17.022Z,PageWebReplyCommentCrawlingLoader
fb_100057040929378,Phạm Tuấn,1,255,100057040929378,facebook.com,2025-04-14T07:25:19.734Z,PageWebReplyCommentCrawlingLoader
fb_100023823694455,Dang Dung,1,255,100023823694455,facebook.com,2025-04-14T07:25:19.734Z,PageWebReplyCommentCrawlingLoader
fb_100038074662070,Chú Đồng,1,255,100038074662070,facebook.com,2025-04-14T07:25:19.734Z,PageWebReplyCommentCrawlingLoader
fb_100001644512130,Dung My,1,255,100001644512130,facebook.com,2025-04-14T07:25:19.734Z,PageWebReplyCommentCrawlingLoader
fb_100025826344253,Trần Thị Loan,1,255,100025826344253,facebook.com,2025-04-14T07:25:19.735Z,PageWebReplyCommentCrawlingLoader
fb_100030269853594,Nguyễn Văn Chí,1,255,100030269853594,facebook.com,2025-04-14T07:25:19.735Z,PageWebReplyCommentCrawlingLoader
fb_100007375893265,Trần Tiến,1,255,100007375893265,facebook.com,2025-04-14T07:25:19.735Z,PageWebReplyCommentCrawlingLoader
fb_100035744100368,Nguyễn Sơn,1,255,100035744100368,facebook.com,2025-04-14T07:25:19.735Z,PageWebReplyCommentCrawlingLoader
fb_100010490613604,Hương Lan,1,255,100010490613604,facebook.com,2025-04-14T07:25:19.736Z,PageWebReplyCommentCrawlingLoader
fb_100014473805367,황반중,1,255,100014473805367,facebook.com,2025-04-14T07:25:19.736Z,PageWebReplyCommentCrawlingLoader
fb_100000687508509,Ha Dung,1,255,100000687508509,facebook.com,2025-04-14T07:25:19.736Z,PageWebReplyCommentCrawlingLoader
fb_100005714084709,Ut Nguyen,1,255,100005714084709,facebook.com,2025-04-14T07:25:19.736Z,PageWebReplyCommentCrawlingLoader
fb_100063531906415,Thanh Thanh Nguyen,1,255,100063531906415,facebook.com,2025-04-14T07:25:19.736Z,PageWebReplyCommentCrawlingLoader
fb_100009786376833,Nụ Nguyễn,1,255,100009786376833,facebook.com,2025-04-14T07:25:19.737Z,PageWebReplyCommentCrawlingLoader
fb_100033707673854,Khuat Dinh Thao,1,255,100033707673854,facebook.com,2025-04-14T07:25:19.737Z,PageWebReplyCommentCrawlingLoader
fb_100059311932496,Đức Tú,1,255,100059311932496,facebook.com,2025-04-14T07:25:19.737Z,PageWebReplyCommentCrawlingLoader
fb_61558490903372,Hân Giia,1,255,61558490903372,facebook.com,2025-04-14T07:25:19.738Z,PageWebReplyCommentCrawlingLoader
fb_61556997214040,Binh Hoang,1,255,61556997214040,facebook.com,2025-04-14T07:25:19.738Z,PageWebReplyCommentCrawlingLoader
fb_100019699172490,Hương Phan,1,255,100019699172490,facebook.com,2025-04-14T07:25:19.738Z,PageWebReplyCommentCrawlingLoader
fb_100086461675717,Rit The Rit The,1,255,100086461675717,facebook.com,2025-04-14T07:25:19.738Z,PageWebReplyCommentCrawlingLoader
fb_100024729138402,Trần Hà,1,255,100024729138402,facebook.com,2025-04-14T07:25:19.739Z,PageWebReplyCommentCrawlingLoader
fb_100032268231002,Hoang Truong,1,255,100032268231002,facebook.com,2025-04-14T07:25:19.739Z,PageWebReplyCommentCrawlingLoader
fb_100005390584104,Nguyễn Công Minh,1,255,100005390584104,facebook.com,2025-04-14T07:25:19.739Z,PageWebReplyCommentCrawlingLoader
fb_100010207990269,Tăng Thị Hằng,1,255,100010207990269,facebook.com,2025-04-14T07:25:19.739Z,PageWebReplyCommentCrawlingLoader
fb_100063822320429,Hữu Chiến,1,255,100063822320429,facebook.com,2025-04-14T07:25:19.739Z,PageWebReplyCommentCrawlingLoader
fb_100010893875132,Phuong Huynh,1,255,100010893875132,facebook.com,2025-04-14T07:25:19.740Z,PageWebReplyCommentCrawlingLoader
fb_100009287058630,Bđs Công Tuấn,1,255,100009287058630,facebook.com,2025-04-14T07:25:19.740Z,PageWebReplyCommentCrawlingLoader
fb_100030987674582,Bùi Trường,1,255,100030987674582,facebook.com,2025-04-14T07:25:19.740Z,PageWebReplyCommentCrawlingLoader
fb_100032359128418,Dương Bảo Xuân,1,255,100032359128418,facebook.com,2025-04-14T07:25:19.741Z,PageWebReplyCommentCrawlingLoader
